StudentID,Age,Gender,Ethnicity,SocioeconomicStatus,PreviousGrades,GPA,TestScores,DaysPresent,DaysAbsent,Punctuality,ExtracurricularActivities,ParentalEducation,HouseholdIncome,DisciplinaryActions,Suspensions,Tutoring,Counseling,Mentorship,CommuteTime,TransportationAvailability,SocialNetwork
350,21,Male,Asian,Low,88.60154875,3.806381558,57.15806789,168,12,0.927480496,No,Bachelor's Degree,20255,1,Yes,No,No,No,48,Yes,0.833406839
351,23,Female,Asian,Low,83.73943052,3.207701965,82.88580736,152,28,0.96036518,Yes,Bachelor's Degree,96555,0,No,Yes,Yes,Yes,28,No,0.725853084
352,21,Female,Black,Medium,95.82906904,3.153228014,82.07842833,178,2,0.893274919,No,Associate Degree,35487,2,Yes,No,No,No,28,No,0.790282735
353,23,Male,Hispanic,Medium,83.33066071,3.117531889,51.27848995,161,19,0.872333217,No,Associate Degree,39346,2,No,No,Yes,No,21,Yes,0.288816726
354,20,Male,Asian,Medium,78.67872,2.742339032,89.39850668,178,2,0.821680075,Yes,Master's Degre,55050,0,Yes,No,No,Yes,31,No,0.387497379
355,23,Male,Black,Medium,73.61482985,3.571286207,95.16240525,165,15,0.975186604,No,High School,28744,4,Yes,No,No,Yes,56,Yes,0.626776974
356,18,Female,Hispanic,High,97.61794023,2.505596888,63.37076392,166,14,0.956632006,No,PhD,44756,4,Yes,No,No,Yes,46,Yes,0.553461472
357,20,Female,White,Low,63.30861846,3.87778992,90.61953621,156,24,0.83362362,Yes,PhD,81596,3,No,No,No,No,39,No,0.961103875
358,18,Male,Black,High,97.23549488,3.78797041,54.12029859,162,18,0.902452113,Yes,High School,45146,4,Yes,Yes,No,No,55,Yes,0.1868345
359,22,Male,Black,Low,93.0685864,2.674960651,79.99839291,173,7,0.897474962,No,High School,75032,3,No,No,No,No,21,No,0.351278372
360,19,Male,Hispanic,Low,65.19719698,3.45892754,74.28234327,151,29,0.925018311,Yes,Bachelor's Degree,62687,2,No,Yes,No,No,38,No,0.572755233
361,23,Female,White,Medium,82.59937431,3.146446389,77.29617667,153,27,0.989237379,Yes,PhD,66103,0,No,Yes,No,No,30,Yes,0.86796377
362,19,Female,Black,High,94.66191927,2.675298604,96.31026009,159,21,0.915954288,Yes,Master's Degre,41976,4,Yes,No,Yes,No,20,Yes,0.929348525
363,19,Female,Asian,Medium,82.87236654,3.977043296,93.56576236,156,24,0.908043453,No,Associate Degree,82863,3,Yes,Yes,Yes,No,46,No,0.336036331
364,23,Female,Asian,High,96.28799286,2.050474692,89.25418286,173,7,0.810064587,No,Bachelor's Degree,20591,2,No,Yes,Yes,Yes,57,No,0.067108462
365,20,Male,Asian,Low,97.71935267,2.505292061,63.68492288,166,14,0.812581495,No,PhD,26277,4,No,Yes,No,No,27,No,0.421619698
366,22,Male,White,Medium,76.89538089,3.040148122,95.59093143,169,11,0.837469358,No,High School,81860,1,No,No,No,No,53,Yes,0.394344143
367,18,Male,Black,Medium,75.09254646,3.043906007,54.87538462,155,25,0.806494154,No,PhD,22260,2,No,Yes,No,No,36,No,0.986487068
368,21,Male,Asian,Low,97.45284616,3.17786615,92.66646083,168,12,0.948670579,No,Master's Degre,85883,4,No,Yes,Yes,No,46,Yes,0.431061244
369,18,Female,White,Low,87.00560245,3.503352344,66.40800362,154,26,0.944666061,No,Bachelor's Degree,44741,2,Yes,Yes,Yes,Yes,57,Yes,0.305722999
370,21,Female,Asian,Low,64.64090725,3.246955661,52.68861558,159,21,0.827211247,Yes,High School,57211,0,Yes,Yes,Yes,No,21,Yes,0.365377375
371,18,Male,Hispanic,Medium,61.69166997,3.200562921,83.46784921,158,22,0.96721578,No,Master's Degre,61542,0,Yes,No,Yes,No,32,No,0.396926281
372,23,Male,Black,High,82.58516204,2.107028926,61.56399642,176,4,0.830957207,No,Associate Degree,26869,0,No,No,Yes,Yes,43,Yes,0.821540382
373,22,Female,Black,Medium,97.20683862,2.753060576,62.17855629,162,18,0.860235117,Yes,Bachelor's Degree,84732,1,No,Yes,No,Yes,47,No,0.081014893
374,21,Male,White,High,93.7699481,2.464111479,65.30235831,168,12,0.84979538,Yes,Master's Degre,39422,0,Yes,No,Yes,No,32,Yes,0.316507049
375,24,Female,White,Medium,87.03390986,2.530740223,53.18423838,170,10,0.87446142,Yes,Master's Degre,55613,1,Yes,No,No,No,34,No,0.966318492
376,20,Male,Black,Medium,65.56463396,3.108674949,58.85635721,173,7,0.850932753,No,High School,77016,0,No,Yes,No,No,13,No,0.153102505
377,18,Male,Asian,Low,70.16925535,2.39901063,50.25698138,155,25,0.897790185,Yes,Associate Degree,80110,2,No,No,No,No,39,Yes,0.742601322
378,18,Male,Asian,High,95.02044906,2.587898202,72.27047606,153,27,0.881481576,No,Master's Degre,97922,4,No,No,Yes,No,39,No,0.356393501
379,21,Male,Hispanic,Medium,67.31228947,2.474169417,54.21276887,173,7,0.997313898,No,Bachelor's Degree,54033,4,Yes,Yes,Yes,No,22,Yes,0.581785526
380,20,Male,Asian,Medium,71.13757633,3.897005886,84.13263025,176,4,0.81118527,No,Master's Degre,65213,0,No,Yes,No,Yes,51,Yes,0.099548039
381,20,Male,White,Low,65.18402605,3.889331464,61.78114256,152,28,0.828436275,Yes,PhD,81993,4,No,No,Yes,Yes,58,Yes,0.306411667
382,23,Male,White,Low,87.04432926,3.219883117,97.1787072,152,28,0.810565179,Yes,Bachelor's Degree,32938,0,No,No,Yes,No,23,Yes,0.500864942
383,24,Female,Asian,High,97.75929221,3.849044937,93.56258137,153,27,0.925168239,No,Bachelor's Degree,96695,0,Yes,No,No,No,56,Yes,0.231700658
384,23,Female,White,Medium,70.75872126,3.571625291,64.47204475,174,6,0.810901855,No,Master's Degre,22274,3,No,No,No,No,17,Yes,0.541869943
385,23,Female,Black,High,79.01626431,3.179895766,89.16077273,154,26,0.967287947,No,High School,51815,3,Yes,Yes,No,Yes,33,Yes,0.219759314
386,23,Female,Black,Medium,85.37358959,2.012870423,90.16224523,157,23,0.902387726,Yes,Bachelor's Degree,96018,3,No,Yes,No,No,27,No,0.650100553
387,23,Female,Asian,High,99.97864993,3.545032572,99.32815571,165,15,0.905401525,No,PhD,38961,1,No,Yes,No,Yes,44,Yes,0.90435434
388,23,Male,Black,Low,64.1923226,3.404976683,79.89199934,171,9,0.912318902,Yes,High School,40044,3,Yes,Yes,Yes,Yes,34,Yes,0.085488637
389,22,Male,Black,Medium,79.94283198,3.230507307,54.09828673,152,28,0.834162741,No,High School,41975,0,No,Yes,No,No,26,No,0.216616036
390,20,Female,Hispanic,High,75.4048048,3.520848623,82.34186145,173,7,0.839538061,Yes,High School,34706,2,Yes,No,Yes,Yes,41,No,0.844423027
391,23,Male,Hispanic,Low,94.63280661,3.02584433,81.24898742,161,19,0.863763465,No,Bachelor's Degree,25974,3,No,No,Yes,No,33,Yes,0.631553485
392,20,Female,Black,Low,79.03870924,3.408166543,81.91752887,174,6,0.918699283,Yes,High School,96464,3,Yes,Yes,No,Yes,16,Yes,0.078708917
393,20,Female,Asian,High,64.43910098,3.870344173,65.35728241,157,23,0.842023555,Yes,Master's Degre,41213,2,No,Yes,No,No,22,Yes,0.486350115
394,19,Male,Hispanic,Medium,85.37696581,2.751610032,92.98397925,162,18,0.823266345,Yes,High School,21950,0,Yes,Yes,Yes,No,36,No,0.209758515
395,22,Male,White,Medium,90.83122473,3.41624367,97.97360915,153,27,0.994023377,Yes,PhD,30411,1,Yes,No,No,Yes,57,Yes,0.199096394
396,23,Male,White,Low,60.11525007,2.951375636,60.88562565,163,17,0.804396363,Yes,Associate Degree,66156,3,No,No,Yes,Yes,14,No,0.940645343
397,18,Female,White,Medium,94.35826742,3.348799304,54.40760791,163,17,0.960539481,Yes,PhD,82744,2,Yes,No,No,Yes,45,Yes,0.761541548
398,21,Male,Asian,Medium,67.44092,3.525786671,59.72675166,162,18,0.95760703,No,Bachelor's Degree,37771,0,No,Yes,No,No,35,Yes,0.696230594
399,24,Female,Black,Medium,82.08277459,2.090905001,91.02760696,176,4,0.859442823,No,High School,89810,4,Yes,Yes,Yes,Yes,51,No,0.238928817
400,18,Female,White,Low,76.63190003,3.293200888,83.83223174,155,25,0.827125323,No,High School,55053,1,No,Yes,Yes,Yes,54,Yes,0.118573433
401,22,Female,Asian,High,88.78615266,2.453482369,81.80236712,166,14,0.829125729,No,Master's Degre,72076,2,No,Yes,No,No,40,Yes,0.870832621
402,21,Male,Hispanic,Medium,74.84646459,3.340065076,70.08965676,153,27,0.939486323,Yes,High School,27045,2,No,Yes,No,No,19,Yes,0.005879569
403,22,Male,Black,Low,94.79052707,2.936660372,78.89139858,157,23,0.928561318,No,PhD,77623,2,No,No,No,Yes,55,No,0.388096424
404,20,Female,Hispanic,Low,89.21985444,3.547105484,65.39370626,166,14,0.956549135,Yes,Bachelor's Degree,49714,3,Yes,Yes,Yes,Yes,35,Yes,0.277612503
405,21,Male,Asian,High,85.90852684,2.24680163,73.86000397,152,28,0.987496234,Yes,Associate Degree,54386,4,No,No,No,Yes,31,Yes,0.5703762
406,20,Male,White,Medium,91.84962382,3.252644703,89.65315142,166,14,0.938385473,Yes,High School,28562,1,No,No,No,No,21,No,0.250508436
407,18,Male,White,Medium,90.1609214,2.556941458,99.06207987,158,22,0.831170307,No,Associate Degree,75048,0,No,No,No,No,41,No,0.311205359
408,18,Female,Asian,High,61.437547,3.705963991,96.62444618,151,29,0.848688523,Yes,High School,32026,0,No,No,No,Yes,36,Yes,0.850039855
409,21,Female,White,High,75.78937415,3.856767011,96.69329714,174,6,0.968438746,No,Bachelor's Degree,51589,4,No,No,Yes,No,42,Yes,0.603188823
410,21,Male,Black,Low,97.23229189,3.992796587,70.11118674,162,18,0.841861215,No,PhD,46844,2,Yes,Yes,Yes,Yes,29,No,0.145682527
411,23,Female,Asian,Low,65.02897076,3.592014805,73.43949403,169,11,0.814504463,No,Bachelor's Degree,43447,2,No,Yes,Yes,Yes,48,Yes,0.726471543
412,22,Male,Hispanic,High,89.48386202,3.507468141,85.28176982,151,29,0.940656011,No,Associate Degree,97502,2,Yes,Yes,No,No,50,Yes,0.207459201
413,23,Male,Asian,Medium,98.98367245,2.431001518,96.1095964,169,11,0.880505271,No,High School,74708,2,Yes,No,No,Yes,49,No,0.43300493
414,22,Male,Black,Low,62.08794516,2.672014118,57.09971297,177,3,0.984008011,Yes,Associate Degree,83925,2,No,No,No,Yes,22,Yes,0.646607237
415,23,Male,Black,Low,87.28775523,2.931365084,65.21209319,160,20,0.930051014,Yes,PhD,90825,4,No,No,Yes,No,23,Yes,0.271929537
416,20,Female,Asian,Medium,78.72616565,3.546762096,56.96234223,176,4,0.818083796,No,Bachelor's Degree,71574,3,Yes,No,Yes,Yes,53,No,0.384106815
417,21,Female,Asian,Low,83.16701021,3.82993173,80.6004265,175,5,0.989571313,Yes,Associate Degree,38812,1,Yes,No,Yes,Yes,49,Yes,0.734149597
418,18,Female,White,Medium,63.41365346,2.3782782,65.31504984,171,9,0.851711453,No,Associate Degree,75309,2,Yes,No,Yes,No,31,Yes,0.937910953
419,22,Male,Black,Medium,61.72027807,3.844734969,66.30539263,164,16,0.867442498,Yes,PhD,84230,3,No,Yes,No,Yes,27,Yes,0.529245057
420,22,Male,Asian,Medium,86.67466642,3.391249305,53.54579797,160,20,0.880452083,Yes,High School,61628,0,Yes,No,Yes,Yes,57,No,0.009970972
421,18,Male,Asian,High,92.93237719,3.221541461,67.48980309,172,8,0.810244859,Yes,Associate Degree,60581,4,Yes,No,Yes,No,38,Yes,0.338463751
422,23,Female,Black,High,91.2806134,2.399682543,93.12482537,152,28,0.899303084,Yes,PhD,66628,3,No,Yes,No,No,52,No,0.398634335
423,22,Male,Asian,High,81.75222911,2.111050066,61.65364059,152,28,0.824663698,Yes,High School,45105,2,Yes,No,Yes,No,25,No,0.33917362
424,24,Female,White,Medium,63.99467285,3.136929797,84.75937331,177,3,0.880194065,Yes,High School,99830,2,No,Yes,No,Yes,55,Yes,0.436268861
425,20,Female,Black,Medium,87.52177775,3.303031367,81.48141725,175,5,0.870141958,Yes,Bachelor's Degree,89157,2,Yes,Yes,No,No,44,No,0.632666254
426,21,Female,White,High,69.67555534,2.421562899,93.17423042,161,19,0.954568017,Yes,PhD,52442,3,No,Yes,No,Yes,43,Yes,0.121128027
427,18,Female,White,Low,96.44274811,3.112912412,56.61439738,173,7,0.960634102,Yes,High School,22347,2,Yes,No,No,No,12,Yes,0.272630509
428,21,Female,White,Medium,93.53061438,3.712986806,98.87949802,154,26,0.830682576,Yes,Bachelor's Degree,67650,3,No,Yes,No,Yes,13,Yes,0.507648086
429,24,Female,White,Low,88.37531868,3.670131891,79.1314323,169,11,0.873310237,Yes,Master's Degre,37110,2,No,Yes,Yes,Yes,14,No,0.315573308
430,22,Male,Black,Low,97.95383823,3.854710361,99.77370762,156,24,0.874670632,Yes,PhD,82170,0,Yes,No,Yes,No,19,Yes,0.991085338
431,22,Male,White,Medium,61.25687286,2.731771619,95.57573629,156,24,0.830282089,Yes,Master's Degre,24923,0,No,Yes,No,Yes,38,Yes,0.431431467
432,24,Female,White,Medium,89.448017,2.636099145,61.07586361,162,18,0.959690701,No,High School,71801,1,Yes,No,Yes,Yes,41,Yes,0.869799154
433,18,Female,Asian,Low,73.20971117,3.498852012,52.8081005,158,22,0.941445666,Yes,PhD,82771,2,No,No,No,No,40,No,0.896509836
434,20,Male,Black,Low,96.24263543,2.86222481,62.78195469,174,6,0.838076357,Yes,Bachelor's Degree,68135,2,No,Yes,Yes,Yes,11,No,0.836007
435,19,Female,Black,High,70.66700787,2.175097328,76.37818245,170,10,0.873344382,Yes,High School,39199,3,No,No,Yes,Yes,21,Yes,0.046898241
436,18,Female,Hispanic,High,88.99425997,2.565602261,58.57981835,162,18,0.821161005,Yes,PhD,29066,3,No,No,Yes,Yes,36,Yes,0.947746732
437,19,Male,Black,Medium,95.10588079,2.837164571,58.37298723,161,19,0.925641319,Yes,PhD,72136,2,No,Yes,Yes,No,14,Yes,0.128742562
438,24,Female,Black,High,61.66627274,2.585032851,73.12967736,162,18,0.824274385,Yes,Master's Degre,56575,1,No,Yes,Yes,No,46,Yes,0.034403628
439,23,Female,Hispanic,High,75.90590318,2.664411142,51.66339856,173,7,0.997186834,No,High School,66733,2,No,Yes,Yes,No,36,No,0.414369608
440,19,Female,Black,High,90.49236128,2.587551812,56.09440413,159,21,0.956136415,No,Bachelor's Degree,36991,3,Yes,Yes,Yes,No,32,No,0.194634033
441,20,Male,Black,High,78.19675558,2.082998334,70.79306697,150,30,0.87804771,No,Bachelor's Degree,42553,2,Yes,No,No,No,42,No,0.18419653
442,23,Male,Black,Low,70.69010519,3.274189402,53.15649546,174,6,0.915712786,Yes,High School,20634,3,No,Yes,No,No,13,No,0.287819613
443,19,Male,Black,Medium,68.79221395,3.194584841,69.83775282,157,23,0.982268363,Yes,High School,32771,2,No,Yes,No,No,30,No,0.248405605
444,24,Female,Hispanic,High,65.26073068,3.306766997,73.7003133,171,9,0.910819856,Yes,Associate Degree,38298,4,No,Yes,Yes,No,33,No,0.684795402
445,23,Female,Black,Low,94.28518239,2.384619792,72.5633307,165,15,0.834899697,No,Master's Degre,99876,3,Yes,No,Yes,Yes,53,No,0.186777307
446,24,Male,Black,Low,83.01421613,2.591309083,93.45874287,162,18,0.875740671,Yes,High School,55999,1,No,No,No,Yes,40,Yes,0.543118305
447,19,Female,Hispanic,Low,63.0553978,3.239231854,76.50312275,152,28,0.968628973,Yes,High School,91887,4,Yes,No,No,Yes,53,Yes,0.986426546
448,24,Female,Asian,High,75.30321294,3.199255137,73.39902312,152,28,0.928842603,No,Associate Degree,79648,2,No,No,Yes,Yes,57,Yes,0.432382421
449,20,Female,White,High,74.70934603,3.012660619,70.53546227,173,7,0.930144877,No,Associate Degree,82668,3,No,No,No,No,33,Yes,0.641873109
450,19,Female,Asian,Medium,67.26956763,2.7008265,90.88116892,154,26,0.973364297,Yes,PhD,89374,4,No,Yes,No,Yes,58,Yes,0.969371678
451,19,Female,Hispanic,High,77.42030502,3.82586201,94.7528302,175,5,0.978794611,Yes,Bachelor's Degree,87509,1,No,No,No,Yes,19,Yes,0.137638998
452,19,Male,White,High,73.28397462,2.679540485,92.66212346,160,20,0.983958514,Yes,Master's Degre,95783,3,No,No,No,Yes,58,No,0.418607009
453,18,Female,Hispanic,Low,73.67214822,2.911238313,83.67732891,179,1,0.818969839,Yes,PhD,64440,4,Yes,No,Yes,Yes,58,Yes,0.8501924
454,18,Male,Hispanic,Medium,89.56106231,3.356227662,56.8680873,156,24,0.9088252,No,High School,51655,4,No,Yes,No,Yes,59,No,0.932305683
455,18,Female,Black,High,68.93053542,3.086042862,63.84349847,170,10,0.948101904,Yes,Associate Degree,63039,4,Yes,Yes,No,No,11,Yes,0.601236058
456,20,Male,White,High,85.67439835,2.693771953,52.30315318,173,7,0.951385369,Yes,Bachelor's Degree,75255,0,Yes,No,No,No,40,No,0.143420603
457,23,Female,Black,Low,82.82598496,2.871289581,96.54120375,159,21,0.92134324,No,PhD,92219,2,No,Yes,No,Yes,34,No,0.901471584
458,24,Male,White,Low,82.72370049,3.588961636,83.03992648,159,21,0.833357467,Yes,Bachelor's Degree,74989,3,No,No,Yes,Yes,13,Yes,0.174446566
459,22,Female,Hispanic,High,86.52029385,2.556258311,87.31814422,169,11,0.959484111,Yes,Associate Degree,31244,3,No,Yes,No,Yes,20,Yes,0.352877848
460,19,Male,Hispanic,Medium,81.93528145,2.28451048,65.57858698,151,29,0.944022267,No,PhD,78595,3,Yes,Yes,No,Yes,26,Yes,0.375507978
461,24,Female,Asian,Medium,95.17020459,2.626326404,92.28267611,152,28,0.817227154,No,PhD,59551,4,Yes,No,No,No,53,Yes,0.44729154
462,19,Male,White,Low,87.02320368,3.699068431,62.98016419,157,23,0.892761965,Yes,Bachelor's Degree,83230,2,Yes,Yes,No,Yes,11,Yes,0.790165816
463,20,Female,Black,Low,81.87853005,2.17797943,50.08218786,160,20,0.83479548,No,Associate Degree,48371,1,No,No,No,No,15,No,0.802144378
464,19,Male,Asian,High,93.19052481,3.983392147,68.82074813,162,18,0.867495409,No,High School,89358,3,Yes,No,Yes,Yes,18,Yes,0.719655073
465,18,Male,Asian,Low,84.2458626,3.082005798,78.53807405,156,24,0.803616218,Yes,PhD,48878,2,Yes,No,No,No,14,No,0.022128674
466,22,Female,Asian,High,71.64576991,3.969691488,73.9352429,162,18,0.880065974,No,High School,56157,2,Yes,Yes,No,No,29,No,0.564845102
467,21,Female,Black,Medium,68.28379673,3.877992844,93.10380713,151,29,0.909975384,Yes,Associate Degree,25914,0,No,Yes,Yes,No,38,No,0.747492956
468,19,Male,Asian,Medium,66.09311143,2.905627428,55.2702643,155,25,0.923916519,Yes,PhD,47180,3,Yes,No,No,Yes,30,Yes,0.44462524
469,24,Female,Black,High,95.9782085,2.396982149,77.69117203,158,22,0.932698069,Yes,PhD,23688,4,Yes,No,Yes,Yes,18,Yes,0.944936045
470,18,Male,Asian,Low,88.40541727,2.329769553,75.64896749,169,11,0.967258263,Yes,High School,98616,2,No,Yes,No,No,37,Yes,0.823810522
471,21,Male,Black,Medium,97.49513753,2.479978728,64.06964911,174,6,0.843092581,No,Master's Degre,29916,2,No,No,Yes,Yes,17,Yes,0.638155065
472,22,Male,Hispanic,Low,84.13167223,3.420265281,91.11140563,151,29,0.824096364,Yes,High School,76363,1,No,Yes,Yes,Yes,40,Yes,0.062425184
473,21,Female,Hispanic,Medium,78.93603526,2.545899989,87.64243279,167,13,0.970307434,Yes,High School,47360,0,Yes,Yes,No,No,29,Yes,0.652346248
474,18,Male,Hispanic,High,62.38865956,2.682850539,86.64295937,165,15,0.831322563,Yes,Master's Degre,57805,2,Yes,Yes,Yes,Yes,36,No,0.911579601
475,23,Male,Hispanic,High,86.86569126,2.897557608,93.80962391,174,6,0.994952016,Yes,Associate Degree,33453,2,Yes,No,No,No,17,Yes,0.379445387
476,23,Female,Hispanic,High,83.28835039,3.826465361,86.13923003,161,19,0.968507646,No,Associate Degree,42703,4,No,No,Yes,Yes,30,No,0.838132526
477,21,Female,Asian,Medium,99.60835574,2.378786836,61.59206459,156,24,0.900175321,No,PhD,79021,4,Yes,Yes,Yes,Yes,37,No,0.313161143
478,20,Female,Asian,Low,69.56635111,2.010053105,85.27813558,156,24,0.996284285,No,Bachelor's Degree,94176,1,No,No,No,No,32,Yes,0.570103292
479,24,Female,Asian,Low,81.22949421,2.120192821,65.38514067,166,14,0.819475346,Yes,Bachelor's Degree,27410,1,No,No,Yes,No,15,Yes,0.648424418
480,24,Male,Black,Low,86.0382934,3.809532683,62.10873252,162,18,0.860613152,No,PhD,68268,1,Yes,Yes,No,No,12,Yes,0.677995038
481,21,Male,Black,Medium,85.78364699,3.29503293,53.65017964,160,20,0.927644883,No,Bachelor's Degree,54248,4,Yes,Yes,Yes,No,14,Yes,0.882549314
482,19,Male,Black,Medium,82.45174172,2.546081239,87.20142902,155,25,0.870001374,Yes,High School,51159,4,Yes,No,Yes,Yes,18,Yes,0.234622267
483,19,Male,Black,Medium,91.07712041,2.354385002,85.5500481,178,2,0.98567451,No,High School,62039,0,No,Yes,No,Yes,16,Yes,0.262369585
484,24,Female,Hispanic,Medium,68.19924838,2.588533473,61.72497388,172,8,0.813125218,Yes,Master's Degre,67800,3,No,No,No,Yes,13,No,0.704040993
485,24,Male,Hispanic,Medium,89.02508801,2.229593855,87.46895084,176,4,0.909882366,No,Master's Degre,60761,3,Yes,Yes,Yes,No,48,No,0.177193812
486,23,Male,Hispanic,Low,84.78938286,3.883065821,95.89204415,163,17,0.918173253,No,PhD,63663,0,No,Yes,No,Yes,14,No,0.464270405
487,20,Female,White,Medium,95.84300447,3.568412349,55.40144787,155,25,0.930545625,No,PhD,60412,3,Yes,No,No,Yes,20,No,0.020034384
488,18,Male,Asian,Medium,93.88777756,2.924782354,61.63183192,155,25,0.851133245,No,PhD,55367,4,Yes,No,Yes,Yes,24,No,0.140979337
489,19,Male,Black,Low,72.60588157,3.72992521,87.5130397,151,29,0.872913286,Yes,High School,25813,3,Yes,No,Yes,No,43,No,0.678846385
490,24,Male,Black,Medium,71.049493,2.498916409,63.72533368,171,9,0.968736106,Yes,Bachelor's Degree,79894,4,No,No,No,No,22,Yes,0.747461603
491,23,Male,Hispanic,Low,99.26613295,3.434241137,81.23319871,169,11,0.838988554,No,PhD,71444,0,No,No,Yes,Yes,57,Yes,0.115319033
492,22,Male,Black,Low,81.09060724,3.712264998,54.05821122,174,6,0.965373569,Yes,PhD,54269,1,Yes,Yes,No,Yes,16,Yes,0.22770955
493,23,Male,Black,High,96.25683856,2.713537423,72.61012396,164,16,0.912531085,No,High School,81748,0,Yes,Yes,No,No,49,No,0.098904447
494,19,Female,Asian,High,66.55524095,3.514928891,86.9545711,177,3,0.952437502,No,High School,61190,3,No,No,No,No,15,No,0.433412844
495,19,Female,Hispanic,High,85.71275659,2.590144699,84.32569715,166,14,0.942721473,No,High School,60318,4,Yes,Yes,No,No,48,No,0.126116071
496,23,Male,Asian,High,92.39440749,2.597714271,90.75360503,178,2,0.841502299,No,Bachelor's Degree,57018,3,No,No,No,No,59,Yes,0.437296017
497,18,Male,White,Medium,97.89580998,2.214114357,93.87260633,157,23,0.913762547,No,PhD,59759,3,Yes,Yes,No,Yes,39,Yes,0.732098256
498,21,Female,White,High,73.49360564,2.880116093,88.65917506,154,26,0.973544631,No,Associate Degree,36498,1,No,Yes,Yes,No,31,Yes,0.683388633
499,19,Male,White,Low,88.9992468,3.459423813,83.57938715,166,14,0.886423247,Yes,Associate Degree,45989,3,Yes,No,No,Yes,34,No,0.280460487
500,23,Male,Hispanic,Medium,81.55252036,3.880441611,51.58612459,169,11,0.993318154,Yes,PhD,45568,1,No,No,Yes,No,37,No,0.673762549
501,24,Male,Black,High,62.42515704,3.207593984,76.74833367,150,30,0.89044302,No,PhD,86577,4,Yes,No,No,Yes,29,No,0.927712131
502,23,Female,Hispanic,Low,87.59998949,3.726271075,51.88488625,171,9,0.828557127,Yes,PhD,50099,4,No,Yes,Yes,Yes,48,Yes,0.347524387
503,20,Male,Hispanic,Medium,87.60386233,3.644989299,90.40339086,167,13,0.877886936,No,PhD,60639,1,No,No,Yes,No,12,No,0.329119154
504,21,Female,Black,Medium,97.22427219,2.346686106,66.03622622,164,16,0.990340481,Yes,Bachelor's Degree,43482,0,No,No,Yes,Yes,14,Yes,0.571438651
505,22,Male,Asian,High,79.89249785,2.971634858,78.12146871,154,26,0.86394417,Yes,Associate Degree,89212,4,No,No,No,Yes,10,Yes,0.245501811
506,18,Female,White,Medium,69.21003683,2.233847071,63.97226537,156,24,0.973619632,Yes,Master's Degre,75261,0,Yes,No,Yes,Yes,24,Yes,0.651578928
507,22,Female,Asian,Low,61.78255294,3.364306323,89.12500722,167,13,0.976250136,No,Associate Degree,50048,4,No,No,Yes,No,35,Yes,0.832261771
508,21,Male,White,Medium,76.62568747,3.899799336,94.32512633,155,25,0.870037305,Yes,Associate Degree,23065,4,No,No,No,No,12,Yes,0.459318505
509,21,Female,Hispanic,Low,72.076668,2.274178916,69.93212471,171,9,0.816651532,No,High School,22036,2,Yes,Yes,Yes,No,49,Yes,0.679507325
510,21,Male,White,Medium,90.44353224,3.467766262,93.14611968,170,10,0.944911582,No,PhD,55814,3,No,Yes,Yes,Yes,50,Yes,0.651885424
511,22,Female,Hispanic,High,74.17071059,3.264476302,63.35375037,154,26,0.86230246,No,PhD,79694,3,Yes,Yes,No,Yes,56,No,0.038665562
512,24,Male,Asian,Low,97.96284785,3.167210074,76.73304615,179,1,0.956584723,Yes,PhD,36924,0,No,Yes,Yes,Yes,51,Yes,0.183416295
513,21,Male,Hispanic,Medium,98.49240812,2.780240469,92.93807149,168,12,0.88853097,Yes,High School,80204,3,No,No,Yes,Yes,43,No,0.893530002
514,23,Female,Asian,Medium,84.83634361,2.710263296,66.29406713,159,21,0.897053348,Yes,Bachelor's Degree,52844,0,No,No,No,No,14,Yes,0.938892147
515,22,Male,Black,Medium,97.14641148,2.090498378,97.70211325,164,16,0.955581881,No,Bachelor's Degree,41518,4,No,Yes,Yes,Yes,40,Yes,0.78043964
516,21,Male,Black,Low,90.43417378,2.435817417,56.09397509,159,21,0.876472666,No,Master's Degre,37059,2,No,Yes,Yes,Yes,22,Yes,0.921248148
517,23,Female,Black,Low,81.87438564,2.030353765,50.91375349,176,4,0.888625469,Yes,Bachelor's Degree,43052,2,No,Yes,Yes,Yes,52,No,0.306148651
518,24,Male,Hispanic,Low,67.21231742,3.162834211,95.20676763,165,15,0.875238094,No,Bachelor's Degree,89803,4,Yes,No,Yes,No,10,Yes,0.247710972
519,20,Male,Black,High,78.34391774,2.211706472,53.43243331,161,19,0.873468103,Yes,PhD,91524,1,Yes,No,No,Yes,31,Yes,0.384300188
520,24,Female,White,High,82.43497853,3.746038788,99.5944598,167,13,0.905189315,Yes,Associate Degree,28680,1,No,No,No,No,24,No,0.055341999
521,21,Female,Asian,Low,94.55846323,3.046286041,97.5698431,172,8,0.961759889,Yes,Bachelor's Degree,87021,3,No,Yes,No,No,35,No,0.809871619
522,22,Male,Asian,Medium,79.25333506,3.399379818,56.8510455,150,30,0.872353662,Yes,Bachelor's Degree,40043,0,Yes,Yes,No,Yes,27,No,0.984175485
523,19,Male,White,High,95.90698691,2.821714184,76.87923128,165,15,0.904850944,No,High School,22419,2,Yes,Yes,Yes,Yes,57,No,0.824029292
524,21,Female,Hispanic,Low,86.97395916,3.121159618,59.24601487,171,9,0.934145465,Yes,Master's Degre,76892,3,No,Yes,No,Yes,18,Yes,0.554975335
525,19,Female,Hispanic,Medium,65.47996252,3.885318354,71.40775865,155,25,0.853887889,Yes,High School,37140,4,No,Yes,No,Yes,10,Yes,0.29528197
